name,category,subcategory,website,url,description,contact_person,email,phone,location
sphvre – global vision,VR Development,VR Apps,http://www.sphvre.net/,http://www.vrmeister.com/sphvre-global-vision/,"@ sphvre we choreograph 360° immersive media.
We use sophisticated process from our collaborative experience in TV broadcast, film, touring & entertainment, content management, new media technologies & advertising to produce & build exceptional 360° immersive media
We’re a Wellington New Zealand based company with presence in Auckland, Queenstown & Melbourne & a reach throughout Australasia, Asia, the Pacific & beyond…
sphvre produce experiential 360° media, VR/AR & 2D content, graphics, animation & immersive media from concept through design to capture, post & delivery.",Joff Rae – Producer,info@sphvre.net,+64 4 393 5633,New Zealand & Australia
360 Exploration,VR Development,VR Apps,http://360exploration.wix.com/home,http://www.vrmeister.com/360-exploration/,"  “Where the journey has just begun.”
Welcome to 360 Exploration where we explore the world of VR intergrated with our world.
See stunning places in beautiful 4K quality.
See places that no man can walk to, experience the concert of a lifetime, and see nature at it’s finest.
Technology, filmography, and photography have never been this great.
So strap on your headsets, check out our website and our Youtube channel that is listed on our website.
Let’s just have a blast exploring VR.",Michael Abbott,360exploration@gmail.com,828-215-2864,North Carolina
VRtual Media,VR Development,VR Apps,http://www.vrtualmedia.com/,http://www.vrmeister.com/vrtual-media/,"We are a Virtual Reality Media related company supplying quality V/R, A/R & 360 domain names",,sales@vrtualmedia.com,,BC Canada
,VR Development,VR Apps,,http://www.vrmeister.com/google-streetview-in-vr/,,,,,
feliXart,VR Development,VR Apps,http://www.felixartstudios.com/,http://www.vrmeister.com/felixart/,We create Virtual Reality 3D Animations and Simulations for Architecture and Entertainment Industry.,MIKTAD TAHİR DURAK – VR ENGINEER,mtd@felixartstudios.com,5334207792,Kayseri / Turkey
VRCONTENT.io,VR Development,VR Apps,http://vrcontent.io/,http://www.vrmeister.com/vrcontent-io/,"VIRTUAL REALITY & 360 VIDEO CONTENT AGGREGATOR AND LICENSOR
Helping Wireless Companies, MVNOs, HMD manufacturers and others achieve their business goals by aggregating VR and 360 Video Content in one central location.
VRCONTENT.io is the bridge between VR and 360 Video Content Creators and the businesses and organizations that need to develop or expand their content offering.
Providing access to a constantly updated catalog of VR content in all relevant and trending categories.  — Watch What We Do…",Linda Kruger,info@vrcontent.io,,United States
YourVirtualRealityshop,VR Development,VR Apps,http://www.yourvirtualrealityshop.nl/,http://www.vrmeister.com/yourvirtualrealityshop/,Yourvirtualrealityshop is een webwinkel gericht op de verkoop van virtual reality brillen.,"Jelmer
[/li_item
]",,,"Kudelstaart, The Netherlands"
Spectacle,VR Development,VR Apps,http://www.spectacle-vr.com/,http://www.vrmeister.com/spectacle/,"SPECTACLE SEEKS TO REVOLUTIONIZE STORYTELLING…
through content that uniquely interacts with audiences in ways that have never previously been available.
VR/AR has the power to change the way media is produced, viewed, and distributed, and SPECTACLE is already paving the way for groundbreaking creations through its visionary approach.
SPECTACLE is a platform agnostic company that works with a number of technical partners and distributors focused on future technology.",Sam Margolius,sam@spectacle-vr.com,(310) 954-1414,Los Angeles
Headspace Studio,VR Development,VR Apps,http://headspacestudio.com/,http://www.vrmeister.com/headspace-studio/,"Headspace Studio is at the forefront of immersive audio for virtual reality.
The Studio has established an industry-leading expertise and an end-to-end process pipeline for 3D positional audio production, post-production and delivery.
Co-founded by Felix & Paul Studios, a recognized creative and technology leader in narrative cinematic VR, and immersive audio specialist Jean-Pascal Beaudoin, Headspace Studio provides all virtual reality producers and filmmakers with on-set and post-production audio solutions of the highest technical, execution and creative standards.
Headspace Studio has worked with important partners on projects such as Jurassic World: Apatosaurus, the Daytime Emmy® Award-winning Cirque du Soleil’s Inside the Box of Kurios, Wild – The Experience, Inside Impact: East Africa, featuring President Bill Clinton, and LeBron James: Striving for Greatness.",Jean-Pascal Beaudoin,jean-pascal@headspacestudio.com,+1 514-746-8461,Montreal Canada
NexStreaming,VR Development,VR Apps,http://www.nexstreaming.com/,http://www.vrmeister.com/nexstreaming/,"NexStreaming is the provider of NexPlayer360 SDK, the 360 degree player for video apps.
Compatible with iOS/Android, our leading HLS player solves the problem of device fragmentation delivering the best HD quality video and user experience across all devices with the most advanced feature set.
NexStreaming is a global mobile software company with Headquarters in Seoul (Korea) and branches in Spain, US, Taiwan, Japan and China with more than 230 premium video service providers as customers worldwide.",Julián Abad,julian.abad@nexstreaming.com,+34 914184356,"Madrid, Spain"
VRDomainMarket,VR Development,VR Apps,http://vrdomainmarket.com/,http://www.vrmeister.com/vrdomainmarket/,"Over 1,700 VRDomains for virtual reality startups, gamers, and fans of VR",Jonathan Catuccio,admin@vrdomainmarket.com,,Tampa FL
MyVR Media,VR Development,VR Apps,http://www.myvr.media/,http://www.vrmeister.com/myvr-media/,"We Are Here to Help you to Enhance Your VR Business
To make the difference and enable your customers to easily find you on the Internet you will  need to have strong Keywords in your domain name.
Now the issue is that the VR domain market is already very busy and the best domains are already taken (and could cost you a lot of money.)
We offer various services in the area of Premium domain names:
We sell Premium Domainnames
We can source from our extensive network of domainers owning in excess of 1,000 premium VR domains
If budget is not sufficient you can lease a VR domain at a very competitive monthly rate.
We will be able to suit every possible need in regards to your Premium VR domainname.
Get in touch today and let us know what you are looking for so we can provide you with the most suitable options.
 ",Mickael,myvrmedia@gmail.com,,Switzerland
EchelonVR,VR Development,VR Apps,http://echelonvr.com/,http://www.vrmeister.com/echelonvr/,"EchelonVR can transform any 3D model into a virtual reality demo.
It enables sales & marketing professionals to demonstrate products to attendees of trade shows and expos, via an incredible VR experience across today’s biggest VR platforms – Oculus Rift, Samsung Gear VR, and Google Cardboard.",Satish Penmetsa,hello@echelonvr.com,,"Santa Clara, California"
